sysname	name	chr	posup	posdown	strand	control	type	alias	numPro	numTer	numSyn	numMiS	numNoS	Varelse	LocQTLLOD	info
YOR049C	RSB1	15	422668	423732	C	Verified	ORF	phospholipid-translocating ATPase RSB1	0	14	6	1	0	0	0	Putative sphingoid long-chain base (LCB) efflux transporter; integral membrane transporter that localizes to the plasma membrane and may transport long chain bases (LCBs) from the cytoplasmic side toward the extracytoplasmic side of the membrane; role in glycerophospholipid translocation; suppressor of the sphingoid LCB sensitivity of an LCB-lyase mutation
YOR050C		15	424270	424617	C	Dubious	ORF	YOR29-01	0	5	3	1	1	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; null mutant is viable
YOR051C	ETT1	15	424846	426084	C	Verified	ORF	NRO1|YOR29-02	0	7	17	5	0	1	147.149654737351	Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough
YOR052C	TMC1	15	426772	427224	C	Verified	ORF	YOR29-03	0	7	3	0	0	0	4.63097577079556	AN1-type zinc finger protein, effector of proteotoxic stress response; stress-inducible transcriptional target of Rpn4p; induced by nitrogen limitation, weak acid, misfolded proteins; short-lived protein, degraded by proteasome; may protect cells from trivalent metalloid induced proteotoxicity; contains PACE promoter element; ortholog of human AIRAP, which stimulates proteasome activity in response to arsenic; protein abundance increases under DNA replication stress
YOR053W		15	427817	428158	W	Dubious	ORF	YOR29-04	9	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene VHS3/YOR054C
YOR054C	VHS3	15	427833	429857	C	Verified	ORF	phosphopantothenoylcysteine decarboxylase complex subunit VHS3|YOR29-05	0	9	10	0	0	0	4.06827039758473	Negative regulatory subunit of protein phosphatase 1 Ppz1p; involved in coenzyme A biosynthesis; subunit of the phosphopantothenoylcysteine decarboxylase (PPCDC; Cab3p, Sis2p, Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p)
YOR055W		15	429478	429912	W	Dubious	ORF	YOR29-06	4	0	4	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YOR056C	NOB1	15	430247	431626	C	Verified	ORF	rRNA-binding endoribonuclease|YOR29-07	0	4	4	0	0	0	0	Protein involved in proteasomal and 40S ribosomal subunit biogenesis; required for cleavage of the 20S pre-rRNA to generate the mature 18S rRNA; cleavage is activated by Fun12p, a GTPase and translation initiation factor; relocalizes from nucleus to nucleolus upon DNA replication stress
YOR057W	SGT1	15	432186	433373	W	Verified	ORF	co-chaperone SGT1|YOR29-08	3	0	5	4	0	0	3.14220163318822	Cochaperone protein; regulates activity of adenylyl cyclase Cyr1p; involved in kinetochore complex assembly; associates with the SCF (Skp1p/Cdc53p/F box protein) ubiquitin ligase complex; acts as a linker between Skp1p and HSP90 complexes; protein abundance increases in response to DNA replication stress
YOR058C	ASE1	15	433688	436345	C	Verified	ORF	YOR29-09	0	7	7	5	0	0	0	Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate; relative distribution to microtubules decreases upon DNA replication stress
YORCdelta11		15	438175	438483	C		long_terminal_repeat									Ty1 LTR
tK(UUU)O		15	438643	438738	W		tRNA_gene									Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p
YOR059C	LPL1	15	438906	440258	C	Verified	ORF	putative hydrolase|YOR29-10	0	7	4	2	0	0	6.71139509869596	Phospholipase; contains lipase specific GXSXG motif; maintains lipid droplet (LD) morphology; induced by transcription factor Rpn4p; protein abundance increases in response to DNA replication stress
YOR060C	SLD7	15	440390	441163	C	Verified	ORF	YOR29-11	0	2	2	4	0	0	11.2426291670947	Protein with a role in chromosomal DNA replication; interacts with Sld3p and reduces its affinity for Cdc45p; deletion mutant has aberrant mitochondria
YOR061W	CKA2	15	441534	442553	W	Verified	ORF	casein kinase 2 catalytic subunit CKA2|YOR29-12	6	0	1	0	0	0	0	Alpha' catalytic subunit of casein kinase 2 (CK2); CK2 is a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases; protein abundance increases in response to DNA replication stress; regulates Fkh1p-mediated donor preference during mating-type switching
YOR062C		15	442725	443531	C	Uncharacterized	ORF	YOR29-13	0	3	4	4	0	0	154.341513925812	Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YOR062C has a paralog, YKR075C, that arose from the whole genome duplication
YOR063W	RPL3	15	444686	445849	W	Verified	ORF	uL3|ribosomal 60S subunit protein L3|rp1|YL1|L3|YOR29-14|TCM1|MAK8	1	0	2	0	0	0	0	Ribosomal 60S subunit protein L3; homologous to mammalian ribosomal protein L3 and bacterial L3; plays an important role in function of eIF5B in stimulating 3' end processing of 18S rRNA in context of 80S ribosomes that have not yet engaged in translation; involved in replication and maintenance of killer double stranded RNA virus
YOR064C	YNG1	15	446079	446738	C	Verified	ORF	YOR29-15	0	2	2	1	0	0	3.54588375245138	Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3; shares significant sequence identity with the human candidate tumor suppressor p33-ING1 in C-terminal region
YOR065W	CYT1	15	447439	448368	W	Verified	ORF	ubiquinol--cytochrome-c reductase catalytic subunit CYT1|YOR29-16|CTC1	1	0	3	0	0	0	0	Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex
YOR066W	MSA1	15	449436	451325	W	Verified	ORF	YOR29-17	5	0	9	6	0	0	6.41529273055028	Activator of G1-specific transcription factors MBF and SBF; involved in regulation of the timing of G1-specific gene transcription and cell cycle initiation; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; MSA1 has a paralog, MSA2, that arose from the whole genome duplication
YOR067C	ALG8	15	451729	453462	C	Verified	ORF	dolichyl-P-Glc:Glc1Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase|YOR29-18	0	3	7	1	0	0	58.6454020752582	Glucosyl transferase; involved in N-linked glycosylation; adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis; similar to Alg6p; human homolog ALG8 can complement yeast null mutant
YOR069W	VPS5	15	453768	455795	W	Verified	ORF	sorting nexin 1|YOR29-20|VPT5|PEP10|GRD2	3	0	10	2	0	0	0	Nexin-1 homolog; required for localizing membrane proteins from a prevacuolar/late endosomal compartment back to late Golgi; structural component of retromer membrane coat complex; forms a retromer subcomplex with Vps17p; required for recruiting the retromer complex to the endosome membranes; VPS5 has a paralog, YKR078W, that arose from the whole genome duplication
YOR068C	VAM10	15	453869	454213	C	Verified	ORF	YOR29-19	0	3	2	0	0	0	0	Protein involved in vacuole morphogenesis; acts at an early step of homotypic vacuole fusion that is required for vacuole tethering
YOR070C	GYP1	15	455907	457820	C	Verified	ORF	YOR29-21	0	1	3	1	0	0	0	Cis-golgi GTPase-activating protein (GAP) for yeast Rabs; the Rab family members are Ypt1p (in vivo) and for Ypt1p, Sec4p, Ypt7p, and Ypt51p (in vitro); involved in vesicle docking and fusion
YOR071C	NRT1	15	459480	461276	C	Verified	ORF	nicotinamide riboside transporter|THI71|YOR29-22	0	1	4	3	0	0	61.0296278885292	High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity
YOR072W		15	461502	461816	W	Dubious	ORF	YOR29-23	5	0	2	4	0	1	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate, paraquat and wortmannin sensitive
YOR072W-A		15	461791	462039	W	Dubious	ORF		8	0	0	1	0	1	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YOR072W; originally identified by fungal homology and RT-PCR
tP(UGG)O2	SUF11	15	464450	464551	W		tRNA_gene									Proline tRNA (tRNA-Pro), predicted by tRNAscan-SE analysis; target of K. lactis zymocin; can mutate to suppress +1 frameshift mutations in proline codons
YOR072W-B		15	464469	464630	W	Uncharacterized	ORF		13	0	0	2	0	1	0	Putative protein of unknown function; identified by expression profiling and mass spectrometry
YOR073W	SGO1	15	464771	466543	W	Verified	ORF	YOR29-24	5	0	7	5	0	0	0	Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension
YOR074C	CDC21	15	466675	467589	C	Verified	ORF	thymidylate synthase|YOR29-25|TMP1|CRT9	0	2	4	0	0	0	0	Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature
YOR073W-A		15	467390	467623	W	Dubious	ORF		2	0	2	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CDC21/YOR074C; identified by RT-PCR
YOR075W	UFE1	15	468212	469252	W	Verified	ORF	YOR29-26	13	0	5	5	0	0	0	t-SNARE protein required for retrograde vesicular traffic; involved in Sey1p-independent homotypic ER fusion; required for efficient nuclear fusion during mating; forms a complex with the SNAREs Sec22p, Sec20p and Use1p to mediate fusion of Golgi-derived vesicles at the ER
YOR076C	SKI7	15	469377	471620	C	Verified	ORF	YOR29-27	0	4	5	7	0	0	5.13872378885159	GTP-binding protein that couples the Ski complex and exosome; putative pseudo-translational GTPase involved in 3'-to-5' mRNA decay pathway; interacts with both the cytoplasmic exosome and the Ski complex; eRF3-like domain targets nonstop mRNA for degradation; null mutants have a superkiller phenotype; SKI7 has a paralog, HBS1, that arose from the whole genome duplication
YOR077W	RTS2	15	471899	472597	W	Verified	ORF	YOR29-28	2	0	0	2	0	0	25.7845799238018	Basic zinc-finger protein; similar to human and mouse Kin17 proteins which are chromatin-associated proteins involved in UV response and DNA replication
YOR078W	BUD21	15	472725	473369	W	Verified	ORF	YOR29-29|UTP16	3	0	1	1	0	0	0	Component of small ribosomal subunit (SSU) processosome; this complex contains U3 snoRNA; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; originally isolated as bud-site selection mutant that displays a random budding pattern
YOR079C	ATX2	15	473475	474416	C	Verified	ORF	Mn(2+) transporter ATX2|YOR29-30	0	1	3	0	0	0	29.1292993471982	Golgi membrane protein involved in manganese homeostasis; overproduction suppresses the sod1 (copper, zinc superoxide dismutase) null mutation
YOR080W	DIA2	15	474594	476792	W	Verified	ORF	DNA-binding SCF ubiquitin ligase subunit DIA2|YOR29-31	1	0	9	11	0	0	38.9730408775667	Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitination of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase, completion of DNA replication during recovery from DNA damage, assembly of RSC complex, RSC-mediated transcription regulation, and nucleosome positioning; involved in invasive and pseudohyphal growth
YOR081C	TGL5	15	476939	479188	C	Verified	ORF	STC2	0	0	14	0	0	0	130.548927069804	Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog, TGL4, that arose from the whole genome duplication
YOR082C		15	479296	479637	C	Dubious	ORF		0	4	0	2	0	1	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YOR083W
YOR083W	WHI5	15	479533	480420	W	Verified	ORF	transcriptional repressor WHI5	7	0	5	0	0	0	0	Repressor of G1 transcription; binds to SCB binding factor (SBF) at SCB target promoters in early G1; dilution of Whi5p concentration during cell growth determines cell size; phosphorylation of Whi5p by the CDK, Cln3p/Cdc28p relieves repression and promoter binding by Whi5, and contributes to both the determination of critical cell size at START and cell fate; periodically expressed in G1
YOR084W	LPX1	15	480587	481750	W	Verified	ORF	triglyceride lipase	5	0	4	3	0	0	0	Peroxisomal matrix-localized lipase; required for normal peroxisome morphology; contains a peroxisomal targeting signal type 1 (PTS1) and a lipase motif; peroxisomal import requires the PTS1 receptor, Pex5p and self-interaction; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance; oleic acid inducible
